[2026-02-25T00:00:00.000Z] [INFO] Access log initialized
[2026-02-25T13:01:05.756Z] GET / | Status: 304 | Duration: 24ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:24.276Z] GET /media/world.png | Status: 304 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:24.279Z] GET /media/logo.png | Status: 304 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:24.280Z] GET /media/doctor-using-mobile-phone-contact-260nw-524089942.jpg | Status: 304 | Duration: 5ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:24.281Z] GET /media/medical-appointment.png | Status: 304 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:24.291Z] GET /media/doctor-patient.png | Status: 404 | Duration: 8ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:24.296Z] GET /media/health-report.png | Status: 304 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:24.297Z] GET /media/whatsapp.png | Status: 304 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:24.299Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:24.300Z] GET /vendor/fontawesome/webfonts/fa-brands-400.woff2 | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:24.372Z] GET /media/logo.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:31.352Z] GET /auth/login | Status: 302 | Duration: 7ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:31.366Z] GET /patient/dashboard | Status: 304 | Duration: 8ms | IP: ::1 | User: patient@medipoint.com
[2026-02-27T20:23:31.400Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:31.401Z] GET /js/global.js | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:31.405Z] GET /media/logo.png | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:31.412Z] GET /js/support-chat.js | Status: 304 | Duration: 0ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:31.428Z] GET /patient/measurements | Status: 304 | Duration: 6ms | IP: ::1 | User: patient@medipoint.com
[2026-02-27T20:23:31.429Z] GET /patient/diet-plan | Status: 304 | Duration: 7ms | IP: ::1 | User: patient@medipoint.com
[2026-02-27T20:23:32.628Z] GET /auth/logout | Status: 302 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:32.637Z] GET / | Status: 304 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:32.669Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:32.670Z] GET /media/logo.png | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:32.672Z] GET /media/world.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:32.674Z] GET /media/doctor-using-mobile-phone-contact-260nw-524089942.jpg | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:32.675Z] GET /media/electrocardiogram-monitor.png | Status: 304 | Duration: 0ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:32.677Z] GET /media/medical-appointment.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:32.680Z] GET /media/health-report.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:32.693Z] GET /media/doctor-patient.png | Status: 404 | Duration: 13ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:32.695Z] GET /media/whatsapp.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:33.380Z] GET /auth/login | Status: 200 | Duration: 5ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:33.410Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:33.412Z] GET /media/logo.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:33.433Z] GET /vendor/fontawesome/webfonts/fa-regular-400.woff2 | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:43.595Z] POST /auth/login | Status: 200 | Duration: 80ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:43.615Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:43.616Z] GET /media/logo.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:50.315Z] POST /auth/login | Status: 302 | Duration: 58ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:50.324Z] GET /patient/dashboard | Status: 304 | Duration: 5ms | IP: ::1 | User: patient@medipoint.com
[2026-02-27T20:23:50.349Z] GET /js/global.js | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:50.352Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:50.354Z] GET /media/logo.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:50.360Z] GET /js/support-chat.js | Status: 304 | Duration: 0ms | IP: ::1 | User: anonymous
[2026-02-27T20:23:50.370Z] GET /patient/measurements | Status: 304 | Duration: 3ms | IP: ::1 | User: patient@medipoint.com
[2026-02-27T20:23:50.372Z] GET /patient/diet-plan | Status: 304 | Duration: 4ms | IP: ::1 | User: patient@medipoint.com
[2026-02-27T20:24:01.110Z] GET /patient/diet-plan/download | Status: 200 | Duration: 95ms | IP: ::1 | User: patient@medipoint.com
[2026-02-27T20:26:59.500Z] GET /auth/logout | Status: 302 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:26:59.509Z] GET / | Status: 304 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-27T20:26:59.563Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:26:59.565Z] GET /media/logo.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:26:59.567Z] GET /media/world.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:26:59.572Z] GET /media/doctor-using-mobile-phone-contact-260nw-524089942.jpg | Status: 304 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-27T20:26:59.576Z] GET /media/electrocardiogram-monitor.png | Status: 304 | Duration: 7ms | IP: ::1 | User: anonymous
[2026-02-27T20:26:59.581Z] GET /media/medical-appointment.png | Status: 304 | Duration: 6ms | IP: ::1 | User: anonymous
[2026-02-27T20:26:59.583Z] GET /media/health-report.png | Status: 304 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-27T20:26:59.586Z] GET /media/doctor-patient.png | Status: 404 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-27T20:26:59.590Z] GET /media/whatsapp.png | Status: 304 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-27T20:27:00.374Z] GET /auth/login | Status: 200 | Duration: 6ms | IP: ::1 | User: anonymous
[2026-02-27T20:27:00.403Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:27:00.405Z] GET /media/logo.png | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T20:27:10.788Z] POST /auth/login | Status: 302 | Duration: 57ms | IP: ::1 | User: anonymous
[2026-02-27T20:27:10.802Z] GET /doctor/dashboard | Status: 200 | Duration: 10ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-27T20:27:10.820Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:27:10.824Z] GET /media/logo.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:27:10.837Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 304 | Duration: 0ms | IP: ::1 | User: anonymous
[2026-02-27T20:27:15.006Z] GET /doctor/critical-patients | Status: 200 | Duration: 3ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-27T20:28:10.836Z] GET /doctor/dashboard?patient=p2&date=2026-02-13&time=11%3A00+AM&type=Follow-up | Status: 200 | Duration: 10ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-27T20:28:10.875Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:28:10.876Z] GET /media/logo.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:28:44.589Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T20:28:44.605Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-27T20:39:24.523Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T20:50:44.999Z] GET /doctor/dashboard?patient=p2&date=2026-02-13&time=11%3A00+AM&type=Follow-up | Status: 200 | Duration: 10ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-27T20:50:45.027Z] GET /vendor/fontawesome/css/all.min.css | Status: 200 | Duration: 5ms | IP: ::1 | User: anonymous
[2026-02-27T20:50:45.040Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-27T20:50:45.045Z] GET /media/logo.png | Status: 200 | Duration: 21ms | IP: ::1 | User: anonymous
[2026-02-27T20:50:45.067Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 200 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T20:57:28.553Z] GET /doctor/dashboard?patient=p2&date=2026-02-13&time=11%3A00+AM&type=Follow-up | Status: 200 | Duration: 8ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-27T20:57:28.587Z] GET /vendor/fontawesome/css/all.min.css | Status: 200 | Duration: 5ms | IP: ::1 | User: anonymous
[2026-02-27T20:57:28.594Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-27T20:57:28.604Z] GET /media/logo.png | Status: 200 | Duration: 18ms | IP: ::1 | User: anonymous
[2026-02-27T20:57:28.614Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 200 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-27T21:13:47.799Z] GET /doctor/dashboard?patient=p2&date=2026-02-13&time=11%3A00+AM&type=Follow-up | Status: 200 | Duration: 8ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-27T21:13:47.816Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T21:13:47.819Z] GET /media/logo.png | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T21:13:50.650Z] GET /doctor/add-patient | Status: 404 | Duration: 6ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-27T21:13:50.679Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T21:13:50.681Z] GET /site/css/main.css | Status: 200 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-27T21:13:50.683Z] GET /site/css/portal.css | Status: 200 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-27T21:13:50.683Z] GET /site/media/world.png | Status: 200 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T21:13:50.687Z] GET /site/media/logo.png | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T21:13:50.693Z] GET /site/js/global.js | Status: 200 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T21:13:50.709Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 304 | Duration: 0ms | IP: ::1 | User: anonymous
[2026-02-27T21:13:50.715Z] GET /vendor/fontawesome/webfonts/fa-brands-400.woff2 | Status: 304 | Duration: 0ms | IP: ::1 | User: anonymous
[2026-02-27T21:13:50.718Z] GET /notifications/unread-count | Status: 200 | Duration: 15ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-27T21:13:50.740Z] GET /site/media/logo.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T21:13:55.922Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T21:13:55.923Z] GET /site/css/main.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T21:13:55.925Z] GET /site/css/portal.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T21:13:55.938Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:39.931Z] GET /doctor/add-patient | Status: 404 | Duration: 4ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-27T21:17:39.964Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:39.972Z] GET /vendor/fontawesome/css/all.min.css | Status: 200 | Duration: 6ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:39.974Z] GET /site/css/main.css | Status: 200 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:39.977Z] GET /site/css/portal.css | Status: 200 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:39.981Z] GET /site/media/world.png | Status: 200 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:40.004Z] GET /site/js/global.js | Status: 200 | Duration: 17ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:40.017Z] GET /vendor/fontawesome/webfonts/fa-brands-400.woff2 | Status: 200 | Duration: 15ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:40.019Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 200 | Duration: 17ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:40.025Z] GET /site/media/logo.png | Status: 200 | Duration: 50ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:40.041Z] GET /notifications/unread-count | Status: 200 | Duration: 4ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-27T21:17:40.075Z] GET /site/media/logo.png | Status: 200 | Duration: 12ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:41.815Z] GET /doctor/patients | Status: 200 | Duration: 6ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-27T21:17:41.840Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:41.847Z] GET /vendor/fontawesome/css/all.min.css | Status: 200 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:41.856Z] GET /media/logo.png | Status: 200 | Duration: 9ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:41.873Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 200 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:44.877Z] GET /doctor/add-patient | Status: 404 | Duration: 4ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-27T21:17:44.909Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:44.916Z] GET /vendor/fontawesome/css/all.min.css | Status: 200 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:44.919Z] GET /site/css/main.css | Status: 200 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:44.921Z] GET /site/css/portal.css | Status: 200 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:44.926Z] GET /site/media/world.png | Status: 200 | Duration: 6ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:44.938Z] GET /site/js/global.js | Status: 200 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:44.941Z] GET /site/media/logo.png | Status: 200 | Duration: 23ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:44.949Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 200 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:44.950Z] GET /vendor/fontawesome/webfonts/fa-brands-400.woff2 | Status: 200 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-27T21:17:44.975Z] GET /notifications/unread-count | Status: 200 | Duration: 3ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-27T21:20:43.058Z] GET / | Status: 304 | Duration: 19ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:43.106Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 5ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:43.110Z] GET /media/logo.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:43.112Z] GET /media/world.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:43.114Z] GET /media/doctor-using-mobile-phone-contact-260nw-524089942.jpg | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:43.117Z] GET /media/electrocardiogram-monitor.png | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:43.118Z] GET /media/medical-appointment.png | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:43.125Z] GET /media/health-report.png | Status: 304 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:43.132Z] GET /media/doctor-patient.png | Status: 404 | Duration: 9ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:43.134Z] GET /media/whatsapp.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:43.202Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:43.204Z] GET /vendor/fontawesome/webfonts/fa-brands-400.woff2 | Status: 304 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:44.598Z] GET /auth/login | Status: 302 | Duration: 5ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:44.617Z] GET /doctor/dashboard | Status: 200 | Duration: 13ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-27T21:20:44.641Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:44.645Z] GET /media/logo.png | Status: 304 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:44.661Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:48.129Z] GET /doctor/add-patient | Status: 404 | Duration: 5ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-27T21:20:48.154Z] GET /site/css/main.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:48.155Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:48.156Z] GET /site/css/portal.css | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:48.157Z] GET /site/media/logo.png | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:48.159Z] GET /site/media/world.png | Status: 304 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:48.162Z] GET /site/js/global.js | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:48.187Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 304 | Duration: 6ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:48.189Z] GET /vendor/fontawesome/webfonts/fa-brands-400.woff2 | Status: 304 | Duration: 6ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:48.190Z] GET /notifications/unread-count | Status: 304 | Duration: 10ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-27T21:20:48.215Z] GET /site/media/logo.png | Status: 304 | Duration: 7ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:50.313Z] GET /doctor/appointments | Status: 200 | Duration: 11ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-27T21:20:50.338Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:50.339Z] GET /media/logo.png | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-27T21:20:50.352Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:16.829Z] GET / | Status: 304 | Duration: 24ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:16.917Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 8ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:16.919Z] GET /media/logo.png | Status: 304 | Duration: 6ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:16.923Z] GET /media/world.png | Status: 304 | Duration: 8ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:16.929Z] GET /media/electrocardiogram-monitor.png | Status: 304 | Duration: 7ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:16.940Z] GET /media/medical-appointment.png | Status: 304 | Duration: 18ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:16.937Z] GET /media/doctor-using-mobile-phone-contact-260nw-524089942.jpg | Status: 304 | Duration: 16ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:16.948Z] GET /media/health-report.png | Status: 304 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:16.963Z] GET /media/doctor-patient.png | Status: 404 | Duration: 17ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:16.964Z] GET /media/whatsapp.png | Status: 304 | Duration: 17ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:17.018Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:17.019Z] GET /vendor/fontawesome/webfonts/fa-brands-400.woff2 | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:20.555Z] GET /auth/login | Status: 302 | Duration: 5ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:20.567Z] GET /doctor/dashboard | Status: 304 | Duration: 7ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-28T00:12:20.584Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:20.589Z] GET /media/logo.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:20.621Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 304 | Duration: 0ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:25.148Z] GET /doctor/add-patient | Status: 404 | Duration: 5ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-28T00:12:25.169Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:25.170Z] GET /site/css/main.css | Status: 304 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:25.173Z] GET /site/css/portal.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:25.175Z] GET /site/media/logo.png | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:25.179Z] GET /site/media/world.png | Status: 304 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:25.180Z] GET /site/js/global.js | Status: 304 | Duration: 0ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:25.190Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 304 | Duration: 0ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:25.192Z] GET /vendor/fontawesome/webfonts/fa-brands-400.woff2 | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:25.240Z] GET /site/media/logo.png | Status: 304 | Duration: 20ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:25.246Z] GET /notifications/unread-count | Status: 304 | Duration: 35ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-28T00:12:41.097Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 1ms | IP: ::1 | User: anonymous
[2026-02-28T00:12:41.110Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 4ms | IP: ::1 | User: anonymous
[2026-02-28T00:16:08.330Z] GET /doctor/add-patient | Status: 404 | Duration: 7ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-28T00:16:08.376Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 5ms | IP: ::1 | User: anonymous
[2026-02-28T00:16:08.391Z] GET /vendor/fontawesome/css/all.min.css | Status: 200 | Duration: 25ms | IP: ::1 | User: anonymous
[2026-02-28T00:16:08.395Z] GET /site/css/main.css | Status: 200 | Duration: 16ms | IP: ::1 | User: anonymous
[2026-02-28T00:16:08.398Z] GET /site/media/world.png | Status: 200 | Duration: 17ms | IP: ::1 | User: anonymous
[2026-02-28T00:16:08.401Z] GET /site/css/portal.css | Status: 200 | Duration: 21ms | IP: ::1 | User: anonymous
[2026-02-28T00:16:08.424Z] GET /site/js/global.js | Status: 200 | Duration: 19ms | IP: ::1 | User: anonymous
[2026-02-28T00:16:08.437Z] GET /vendor/fontawesome/webfonts/fa-brands-400.woff2 | Status: 200 | Duration: 15ms | IP: ::1 | User: anonymous
[2026-02-28T00:16:08.439Z] GET /vendor/fontawesome/webfonts/fa-solid-900.woff2 | Status: 200 | Duration: 17ms | IP: ::1 | User: anonymous
[2026-02-28T00:16:08.447Z] GET /site/media/logo.png | Status: 200 | Duration: 69ms | IP: ::1 | User: anonymous
[2026-02-28T00:16:08.465Z] GET /notifications/unread-count | Status: 200 | Duration: 6ms | IP: ::1 | User: doctor@medipoint.com
[2026-02-28T00:17:13.826Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 2ms | IP: ::1 | User: anonymous
[2026-02-28T00:17:13.856Z] GET /.well-known/appspecific/com.chrome.devtools.json | Status: 404 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-28T00:29:47.610Z] GET / | Status: 304 | Duration: 27ms | IP: ::1 | User: anonymous
[2026-02-28T00:29:47.648Z] GET /vendor/fontawesome/css/all.min.css | Status: 304 | Duration: 3ms | IP: ::1 | User: anonymous
[2026-02-28T00:29:47.655Z] GET /media/world.png | Status: 304 | Duration: 6ms | IP: ::1 | User: anonymous
[2026-02-28T00:29:47.659Z] GET /media/doctor-using-mobile-phone-contact-260nw-524089942.jpg | Status: 304 | Duration: 9ms | IP: ::1 | User: anonymous
[2026-02-28T00:29:47.663Z] GET /media/electrocardiogram-monitor.png | Status: 304 | Duration: 12ms | IP: ::1 | User: anonymous
[2026-02-28T00:29:47.667Z] GET /media/medical-appointment.png | Status: 304 | Duration: 5ms | IP: ::1 | User: anonymous
